8.720000000000000639e+00,2.000000000000000000e+00,6.000000000000000000e+00
8.740000000000000213e+00,2.000000000000000000e+00,2.000000000000000000e+00
7.360000000000000320e+00,2.000000000000000000e+00,1.000000000000000000e+00
7.030000000000000249e+00,2.000000000000000000e+00,3.000000000000000000e+00
8.839999999999999858e+00,2.000000000000000000e+00,2.000000000000000000e+00
9.089999999999999858e+00,2.000000000000000000e+00,3.000000000000000000e+00
8.910000000000000142e+00,1.000000000000000000e+00,4.000000000000000000e+00
7.969999999999999751e+00,2.000000000000000000e+00,4.000000000000000000e+00
6.230000000000000426e+00,1.000000000000000000e+00,4.000000000000000000e+00
5.889999999999999680e+00,0.000000000000000000e+00,1.000000000000000000e+00
8.230000000000000426e+00,1.000000000000000000e+00,2.000000000000000000e+00
6.879999999999999893e+00,3.000000000000000000e+00,1.000000000000000000e+00
7.129999999999999893e+00,2.000000000000000000e+00,1.000000000000000000e+00
7.500000000000000000e+00,4.000000000000000000e+00,2.000000000000000000e+00
7.370000000000000107e+00,1.000000000000000000e+00,2.000000000000000000e+00
7.599999999999999645e+00,1.000000000000000000e+00,2.000000000000000000e+00
7.280000000000000249e+00,1.000000000000000000e+00,1.000000000000000000e+00
7.769999999999999574e+00,2.000000000000000000e+00,3.000000000000000000e+00
7.530000000000000249e+00,2.000000000000000000e+00,1.000000000000000000e+00
8.669999999999999929e+00,2.000000000000000000e+00,1.000000000000000000e+00
7.559999999999999609e+00,3.000000000000000000e+00,1.000000000000000000e+00
8.279999999999999361e+00,3.000000000000000000e+00,2.000000000000000000e+00
8.250000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
7.509999999999999787e+00,6.000000000000000000e+00,4.000000000000000000e+00
7.750000000000000000e+00,1.000000000000000000e+00,3.000000000000000000e+00
8.759999999999999787e+00,2.000000000000000000e+00,1.000000000000000000e+00
7.429999999999999716e+00,3.000000000000000000e+00,2.000000000000000000e+00
9.140000000000000568e+00,2.000000000000000000e+00,3.000000000000000000e+00
7.049999999999999822e+00,3.000000000000000000e+00,2.000000000000000000e+00
8.359999999999999432e+00,1.000000000000000000e+00,1.000000000000000000e+00
7.099999999999999645e+00,1.000000000000000000e+00,3.000000000000000000e+00
