6.500000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
9.009999999999999787e+00,2.000000000000000000e+00,3.000000000000000000e+00
8.019999999999999574e+00,1.000000000000000000e+00,3.000000000000000000e+00
7.509999999999999787e+00,6.000000000000000000e+00,4.000000000000000000e+00
8.099999999999999645e+00,2.000000000000000000e+00,3.000000000000000000e+00
8.339999999999999858e+00,4.000000000000000000e+00,4.000000000000000000e+00
8.279999999999999361e+00,3.000000000000000000e+00,2.000000000000000000e+00
8.300000000000000711e+00,3.000000000000000000e+00,1.000000000000000000e+00
6.629999999999999893e+00,2.000000000000000000e+00,2.000000000000000000e+00
7.099999999999999645e+00,1.000000000000000000e+00,2.000000000000000000e+00
6.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
8.289999999999999147e+00,1.000000000000000000e+00,2.000000000000000000e+00
8.099999999999999645e+00,2.000000000000000000e+00,1.000000000000000000e+00
7.849999999999999645e+00,3.000000000000000000e+00,4.000000000000000000e+00
8.240000000000000213e+00,2.000000000000000000e+00,2.000000000000000000e+00
8.820000000000000284e+00,4.000000000000000000e+00,3.000000000000000000e+00
8.710000000000000853e+00,3.000000000000000000e+00,2.000000000000000000e+00
6.339999999999999858e+00,1.000000000000000000e+00,1.000000000000000000e+00
7.370000000000000107e+00,2.000000000000000000e+00,3.000000000000000000e+00
8.000000000000000000e+00,2.000000000000000000e+00,2.000000000000000000e+00
7.750000000000000000e+00,1.000000000000000000e+00,2.000000000000000000e+00
7.849999999999999645e+00,4.000000000000000000e+00,4.000000000000000000e+00
8.820000000000000284e+00,1.000000000000000000e+00,1.000000000000000000e+00
7.150000000000000355e+00,2.000000000000000000e+00,3.000000000000000000e+00
7.259999999999999787e+00,1.000000000000000000e+00,1.000000000000000000e+00
9.439999999999999503e+00,2.000000000000000000e+00,2.000000000000000000e+00
8.109999999999999432e+00,1.000000000000000000e+00,2.000000000000000000e+00
6.790000000000000036e+00,1.000000000000000000e+00,1.000000000000000000e+00
8.560000000000000497e+00,1.000000000000000000e+00,2.000000000000000000e+00
7.500000000000000000e+00,2.000000000000000000e+00,1.000000000000000000e+00
8.160000000000000142e+00,3.000000000000000000e+00,2.000000000000000000e+00
7.679999999999999716e+00,2.000000000000000000e+00,3.000000000000000000e+00
7.879999999999999893e+00,1.000000000000000000e+00,1.000000000000000000e+00
7.519999999999999574e+00,1.000000000000000000e+00,1.000000000000000000e+00
7.900000000000000355e+00,4.000000000000000000e+00,1.000000000000000000e+00
8.720000000000000639e+00,2.000000000000000000e+00,6.000000000000000000e+00
6.330000000000000071e+00,1.000000000000000000e+00,1.000000000000000000e+00
5.889999999999999680e+00,0.000000000000000000e+00,1.000000000000000000e+00
6.200000000000000178e+00,2.000000000000000000e+00,1.000000000000000000e+00
8.160000000000000142e+00,3.000000000000000000e+00,2.000000000000000000e+00
8.830000000000000071e+00,3.000000000000000000e+00,2.000000000000000000e+00
8.759999999999999787e+00,3.000000000000000000e+00,2.000000000000000000e+00
7.379999999999999893e+00,1.000000000000000000e+00,2.000000000000000000e+00
7.799999999999999822e+00,2.000000000000000000e+00,3.000000000000000000e+00
8.410000000000000142e+00,5.000000000000000000e+00,3.000000000000000000e+00
7.900000000000000355e+00,4.000000000000000000e+00,2.000000000000000000e+00
