6.559999999999999609e+00,1.000000000000000000e+00,1.000000000000000000e+00
7.169999999999999929e+00,1.000000000000000000e+00,1.000000000000000000e+00
7.099999999999999645e+00,1.000000000000000000e+00,3.000000000000000000e+00
8.599999999999999645e+00,2.000000000000000000e+00,1.000000000000000000e+00
8.839999999999999858e+00,2.000000000000000000e+00,2.000000000000000000e+00
6.339999999999999858e+00,1.000000000000000000e+00,2.000000000000000000e+00
6.379999999999999893e+00,1.000000000000000000e+00,2.000000000000000000e+00
9.099999999999999645e+00,2.000000000000000000e+00,2.000000000000000000e+00
9.720000000000000639e+00,0.000000000000000000e+00,2.000000000000000000e+00
7.400000000000000355e+00,1.000000000000000000e+00,2.000000000000000000e+00
7.349999999999999645e+00,1.000000000000000000e+00,1.000000000000000000e+00
8.369999999999999218e+00,1.000000000000000000e+00,3.000000000000000000e+00
7.370000000000000107e+00,1.000000000000000000e+00,2.000000000000000000e+00
6.879999999999999893e+00,1.000000000000000000e+00,3.000000000000000000e+00
6.500000000000000000e+00,2.000000000000000000e+00,1.000000000000000000e+00
8.449999999999999289e+00,1.000000000000000000e+00,1.000000000000000000e+00
9.529999999999999361e+00,2.000000000000000000e+00,4.000000000000000000e+00
5.599999999999999645e+00,2.000000000000000000e+00,1.000000000000000000e+00
8.599999999999999645e+00,3.000000000000000000e+00,4.000000000000000000e+00
8.630000000000000782e+00,0.000000000000000000e+00,1.000000000000000000e+00
8.490000000000000213e+00,4.000000000000000000e+00,3.000000000000000000e+00
8.660000000000000142e+00,1.000000000000000000e+00,2.000000000000000000e+00
7.040000000000000036e+00,4.000000000000000000e+00,6.000000000000000000e+00
8.939999999999999503e+00,2.000000000000000000e+00,2.000000000000000000e+00
7.849999999999999645e+00,5.000000000000000000e+00,1.000000000000000000e+00
7.410000000000000142e+00,2.000000000000000000e+00,2.000000000000000000e+00
7.160000000000000142e+00,2.000000000000000000e+00,1.000000000000000000e+00
6.919999999999999929e+00,1.000000000000000000e+00,3.000000000000000000e+00
7.099999999999999645e+00,3.000000000000000000e+00,3.000000000000000000e+00
7.030000000000000249e+00,2.000000000000000000e+00,3.000000000000000000e+00
6.049999999999999822e+00,2.000000000000000000e+00,2.000000000000000000e+00
